Category,Namespace,Type Name,Attribute Name,Type,Cardinality,Definition
attribute,cdm.product.common.settlement,PCDeliverableObligationCharac,partialCashSettlement,boolean,(0..1),"Specifies whether either 'Partial Cash Settlement of Assignable Loans', 'Partial Cash Settlement of Consent Required Loans' or 'Partial Cash Settlement of Participations' is applicable. If this element is specified and Assignable Loan is a Deliverable Obligation Characteristic, any Assignable Loan that is deliverable, but where a non-receipt of Consent by the Physical Settlement Date has occurred, the Loan can be cash settled rather than physically delivered. If this element is specified and Consent Required Loan is a Deliverable Obligation Characteristic, any Consent Required Loan that is deliverable, but where a non-receipt of Consent by the Physical Settlement Date has occurred, the Loan can be cash settled rather than physically delivered. If this element is specified and Direct Loan Participation is a Deliverable Obligation Characteristic, any Participation that is deliverable, but where this participation has not been effected (has not come into effect) by the Physical Settlement Date, the participation can be cash settled rather than physically delivered."
data type,cdm.product.common.settlement,PhysicalSettlementPeriod,,,,
attribute,cdm.product.common.settlement,PhysicalSettlementPeriod,businessDaysNotSpecified,boolean,(0..1),An explicit indication that a number of business days are not specified and therefore ISDA fallback provisions should apply.
attribute,cdm.product.common.settlement,PhysicalSettlementPeriod,businessDays,int,(0..1),A number of business days. Its precise meaning is dependant on the context in which this element is used. ISDA 2003 Term: Business Day.
attribute,cdm.product.common.settlement,PhysicalSettlementPeriod,maximumBusinessDays,int,(0..1),A maximum number of business days. Its precise meaning is dependant on the context in which this element is used. Intended to be used to limit a particular ISDA fallback provision.
data type,cdm.product.common.settlement,PhysicalSettlementTerms,,,,Specifies Physical Settlement Terms characteristics for the settlement of a Credit Default Swap or Option.
attribute,cdm.product.common.settlement,PhysicalSettlementTerms,clearedPhysicalSettlement,boolean,(0..1),"Specifies whether the swap resulting from physical settlement of the swaption transaction will clear through a clearing house. The meaning of Cleared Physical Settlement is defined in the 2006 ISDA Definitions, Section 15.2 (published in Supplement number 28)."
attribute,cdm.product.common.settlement,PhysicalSettlementTerms,predeterminedClearingOrganizationParty,AncillaryRoleEnum,(0..1),"Specifies the clearing organization (CCP, DCO) to which the trade should be cleared."
attribute,cdm.product.common.settlement,PhysicalSettlementTerms,physicalSettlementPeriod,PhysicalSettlementPeriod,(0..1),The number of business days used in the determination of the physical settlement date. The physical settlement date is this number of business days after all applicable conditions to settlement are satisfied. If a number of business days is not specified fallback provisions apply for determining the number of business days. If Section 8.5/8.6 of the 1999/2003 ISDA Definitions are to apply the businessDaysNotSpecified element should be included. If a specified number of business days are to apply these should be specified in the businessDays element. If Section 8.5/8.6 of the 1999/2003 ISDA Definitions are to apply but capped at a maximum number of business days then the maximum number should be specified in the maximumBusinessDays element. ISDA 2003 Term: Physical Settlement Period.
attribute,cdm.product.common.settlement,PhysicalSettlementTerms,deliverableObligations,DeliverableObligations,(0..1),This element contains all the ISDA terms relevant to defining the deliverable obligations.
attribute,cdm.product.common.settlement,PhysicalSettlementTerms,escrow,boolean,(0..1),"If this element is specified and set to 'true', indicates that physical settlement must take place through the use of an escrow agent. (For Canadian counterparties this is always 'Not Applicable'. ISDA 2003 Term: Escrow."
attribute,cdm.product.common.settlement,PhysicalSettlementTerms,sixtyBusinessDaySettlementCap,boolean,(0..1),"If this element is specified and set to 'true', for a transaction documented under the 2003 ISDA Credit Derivatives Definitions, has the effect of incorporating the language set forth below into the confirmation. The section references are to the 2003 ISDA Credit Derivatives Definitions. Notwithstanding Section 1.7 or any provisions of Sections 9.9 or 9.10 to the contrary, but without prejudice to Section 9.3 and (where applicable) Sections 9.4, 9.5 and 9.6, if the Termination Date has not occurred on or prior to the date that is 60 Business Days following the Physical Settlement Date, such 60th Business Day shall be deemed to be the Termination Date with respect to this Transaction except in relation to any portion of the Transaction (an 'Affected Portion') in respect of which: (1) a valid notice of Buy-in Price has been delivered that is effective fewer than three Business Days prior to such 60th Business Day, in which case the Termination Date for that Affected Portion shall be the third Business Day following the date on which such notice is effective; or (2) Buyer has purchased but not Delivered Deliverable Obligations validly specified by Seller pursuant to Section 9.10(b), in which case the Termination Date for that Affected Portion shall be the tenth Business Day following the date on which Seller validly specified such Deliverable Obligations to Buyer."
data type,cdm.product.common.settlement,PercentageRule,,,,A class defining a content model for a calculation rule defined as percentage of the notional amount.
attribute,cdm.product.common.settlement,PercentageRule,paymentPercent,number,(1..1),A percentage of the notional amount.
attribute,cdm.product.common.settlement,PercentageRule,notionalAmountReference,Money,(1..1),A reference to the notional amount.
data type,cdm.product.common.settlement,SettlementDate,,,,"A data defining the settlement date(s) for cash or physical settlement as either a set of explicit dates, together with applicable adjustments, or as a date relative to some other (anchor) date, or as any date in a range of contiguous business days. This data type provides a level of abstraction on top of the different legacy methods used to specify a settlement / payment date, which vary across product types, asset classes and delivery types."
attribute,cdm.product.common.settlement,SettlementDate,adjustableOrRelativeDate,AdjustableOrAdjustedOrRelativeDate,(0..1),"A single settlement date subject to adjustment or specified as relative to another date (e.g. the trade date). This attribute was formerly part of 'SettlementTerms', which is now being harmonised to include a common 'SettlementDate', as inherited from 'SettlementBase'."
attribute,cdm.product.common.settlement,SettlementDate,valueDate,date,(0..1),"The settlement date for a forward settling product. For Foreign Exchange contracts, this represents a common settlement date between both currency legs. To specify different settlement dates for each currency leg, see the ForeignExchange class. This attribute was formerly part of 'SettlementTerms', which is now being harmonised to include a common 'SettlementDate', as inherited from 'SettlementBase'."
attribute,cdm.product.common.settlement,SettlementDate,adjustableDates,AdjustableDates,(0..1),"A series of dates that shall be subject to adjustment if they would otherwise fall on a day that is not a business day in the specified business centers, together with the convention for adjusting the date. This attributes was formerly part of 'CashSettlementPaymentDate' as included into 'OptionCashSettlement' (which is now merged into a unique 'CashSettlementTerms' data type."
